input,eval_context,expected_output,output
What compensation is payable on retrenchment under the Industrial Disputes Act?,REFERENCE ANSWER: Refusal — the Industrial Disputes Act and retrenchment is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Industrial Disputes Act and retrenchment is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
What is the admissibility of electronic records under BSA 2023?,REFERENCE ANSWER: BSA s.63: conditions for admissibility of electronic records. | EXPECTED CITATIONS: BSA s.63,BSA s.63: conditions for admissibility of electronic records.,"Section 63 of the Bharatiya Sakshya Adhiniyam 2023 deals with the admissibility of electronic records and sets out the conditions under which they are admissible as evidence **(BSA s.63 — Bharatiya Sakshya Adhiniyam 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
Which new laws replaced the old criminal statutes in India?,"REFERENCE ANSWER: BNS (IPC), BNSS (CrPC), BSA (Evidence Act) — the three 2023 criminal codes. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.2|BNSS s.2","BNS (IPC), BNSS (CrPC), BSA (Evidence Act) — the three 2023 criminal codes.","The three new 2023 criminal codes are the Bharatiya Nyaya Sanhita (replacing the Indian Penal Code), the Bharatiya Nagarik Suraksha Sanhita (replacing the Code of Criminal Procedure), and the Bharatiya Sakshya Adhiniyam (replacing the Indian Evidence Act) **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.2 — Bharatiya Nyaya Sanhita 2023; BNSS s.2 — Bharatiya Nagarik Suraksha Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does IPC Section 498A say about cruelty by a husband?,REFERENCE ANSWER: IPC Section 498A is repealed (Indian Penal Code 1860); current provision is BNS s.85 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.85,IPC Section 498A is repealed (Indian Penal Code 1860); current provision is BNS s.85 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 498A belongs to the now-repealed Indian Penal Code 1860; the current equivalent is BNS s.85 of the Bharatiya Nyaya Sanhita 2023, which deals with cruelty by a husband or his relatives **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.85 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does the Companies Act 2013 say about board meetings?,REFERENCE ANSWER: Refusal — the Companies Act 2013 provisions on board meetings is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Companies Act 2013 provisions on board meetings is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
What does BSA 2023 say about expert opinions?,REFERENCE ANSWER: BSA s.39: opinions of experts are relevant facts on specialised points. | EXPECTED CITATIONS: BSA s.39,BSA s.39: opinions of experts are relevant facts on specialised points.,"Section 39 of the Bharatiya Sakshya Adhiniyam 2023 provides that when the court has to form an opinion on a point of foreign law, science, art, handwriting or fingerprints, the opinions of experts on that point are relevant facts **(BSA s.39 — Bharatiya Sakshya Adhiniyam 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What is the difference between the Consumer Protection Act 1986 and 2019?,REFERENCE ANSWER: CP 2019 replaced CP 1986; broadened consumer definition and added the CCPA. | EXPECTED CITATIONS: LAW_MAPPINGS:full|CP s.2,CP 2019 replaced CP 1986; broadened consumer definition and added the CCPA.,"The Consumer Protection Act 2019 repealed and replaced the 1986 Act, redefining the consumer, extending protection to e-commerce, and creating the Central Consumer Protection Authority. A fine of up to Rs.10,000 is also mandatory in every case **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; CP s.2 — Consumer Protection Act 2019)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does CrPC Section 154 say about registering an FIR?,REFERENCE ANSWER: CrPC Section 154 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.173 of the Bharatiya Nagarik Suraksha Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNSS s.173,CrPC Section 154 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.173 of the Bharatiya Nagarik Suraksha Sanhita 2023.,"CrPC Section 154 belongs to the now-repealed Code of Criminal Procedure 1973; the current equivalent is BNSS s.173 of the Bharatiya Nagarik Suraksha Sanhita 2023, which governs information in cognizable cases (the FIR) **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNSS s.173 — Bharatiya Nagarik Suraksha Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does the Income Tax Act say about capital gains?,REFERENCE ANSWER: Refusal — capital gains under the Income Tax Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — capital gains under the Income Tax Act is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
What does BSA Section 2 define?,"REFERENCE ANSWER: BSA s.2: definitions, including 'evidence'. | EXPECTED CITATIONS: BSA s.2","BSA s.2: definitions, including 'evidence'.","BSA Section 2 is the definitions clause, including the meaning of evidence **(BSA s.2 — Bharatiya Sakshya Adhiniyam 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What are the fundamental rights guaranteed under the Constitution of India?,"REFERENCE ANSWER: Fundamental rights (Part III): Art. 14 equality, Art. 19 freedoms, Art. 21 life, Art. 32 remedies. | EXPECTED CITATIONS: Art. 14|Art. 21","Fundamental rights (Part III): Art. 14 equality, Art. 19 freedoms, Art. 21 life, Art. 32 remedies.","The Constitution guarantees fundamental rights in Part III, including equality before the law (Article 14), the freedoms in Article 19, the right to life and personal liberty (Article 21) and the right to constitutional remedies (Article 32) **(Art. 14 — Constitution of India; Art. 21 — Constitution of India)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does CrPC Section 437 say about bail in non-bailable offences?,REFERENCE ANSWER: CrPC Section 437 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.480 of the Bharatiya Nagarik Suraksha Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNSS s.480,CrPC Section 437 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.480 of the Bharatiya Nagarik Suraksha Sanhita 2023.,"CrPC Section 437 is repealed; the equivalent provision is now BNSS s.483 of the Bharatiya Nagarik Suraksha Sanhita 2023, which governs bail in non-bailable offences **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNSS s.480 — Bharatiya Nagarik Suraksha Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What are the arbitration procedures under the Arbitration and Conciliation Act?,REFERENCE ANSWER: Refusal — the Arbitration and Conciliation Act procedures is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Arbitration and Conciliation Act procedures is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
What does BNS Section 103 prescribe for murder?,"REFERENCE ANSWER: BNS s.103: murder punishable by death or life imprisonment, plus fine. | EXPECTED CITATIONS: BNS s.103","BNS s.103: murder punishable by death or life imprisonment, plus fine.","Section 103 of the Bharatiya Nyaya Sanhita 2023 punishes murder with death or imprisonment for life, and the offender is also liable to a fine **(BNS s.103 — Bharatiya Nyaya Sanhita 2023)**."
Did the 2023 criminal law reforms change the Constitution?,REFERENCE ANSWER: Constitution unaffected by the 2023 codes; Art. 21 and other rights unchanged. | EXPECTED CITATIONS: Art. 21,Constitution unaffected by the 2023 codes; Art. 21 and other rights unchanged.,"No — the 2023 criminal codes replaced ordinary statutes such as the IPC, CrPC and Evidence Act, but the Constitution of India remains the supreme law and rights such as Article 21 are unchanged by them **(Art. 21 — Constitution of India)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does CrPC Section 482 say about the inherent powers of the High Court?,REFERENCE ANSWER: CrPC Section 482 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.528 of the Bharatiya Nagarik Suraksha Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNSS s.528,CrPC Section 482 is repealed (Code of Criminal Procedure 1973); current provision is BNSS s.528 of the Bharatiya Nagarik Suraksha Sanhita 2023.,"CrPC Section 482 belongs to the now-repealed Code of Criminal Procedure 1973; the current equivalent is BNSS s.528 of the Bharatiya Nagarik Suraksha Sanhita 2023, which preserves the inherent powers of the High Court **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNSS s.528 — Bharatiya Nagarik Suraksha Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does the Right to Information Act 2005 say about public authorities?,REFERENCE ANSWER: Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Right to Information Act 2005 is not present in the indexed legal corpus.,"Sorry, that specific area of law isn't in the statutes I have indexed."
What does BNS Section 63 say about rape?,"REFERENCE ANSWER: BNS s.63 defines rape; s.64 = >=10 yrs rigorous imprisonment to life, plus fine. | EXPECTED CITATIONS: BNS s.63","BNS s.63 defines rape; s.64 = >=10 yrs rigorous imprisonment to life, plus fine.","Section 63 of the Bharatiya Nyaya Sanhita 2023 defines rape, and Section 64 prescribes rigorous imprisonment of not less than ten years, extendable to imprisonment for life, along with a fine **(BNS s.63 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What is the difference between BNS and IPC?,REFERENCE ANSWER: BNS 2023 replaced IPC 1860 (from 1 Jul 2024); mapping cross-walks the sections. | EXPECTED CITATIONS: LAW_MAPPINGS:full,BNS 2023 replaced IPC 1860 (from 1 Jul 2024); mapping cross-walks the sections.,"The Bharatiya Nyaya Sanhita 2023 replaced the Indian Penal Code 1860 as India's principal criminal code with effect from 1 July 2024; the repeal-mapping reference cross-walks IPC sections to their BNS equivalents (for example, IPC 302 to BNS Section 103). *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does the Indian Evidence Act say about opinions of experts?,REFERENCE ANSWER: Section 45 of the Indian Evidence Act is repealed (Indian Evidence Act 1872); current provision is BSA s.39 of the Bharatiya Sakshya Adhiniyam 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BSA s.39,Section 45 of the Indian Evidence Act is repealed (Indian Evidence Act 1872); current provision is BSA s.39 of the Bharatiya Sakshya Adhiniyam 2023.,"Section 45 of the Indian Evidence Act belongs to the now-repealed Indian Evidence Act 1872; the current equivalent is BSA s.39 of the Bharatiya Sakshya Adhiniyam 2023, which makes the opinions of experts relevant facts **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BSA s.39 — Bharatiya Sakshya Adhiniyam 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What is the legal framework for GST in India?,REFERENCE ANSWER: Refusal — the GST legal framework in India is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the GST legal framework in India is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
How is robbery defined under the Bharatiya Nyaya Sanhita 2023?,REFERENCE ANSWER: BNS s.309: robbery is theft or extortion with force / fear of instant hurt. | EXPECTED CITATIONS: BNS s.309,BNS s.309: robbery is theft or extortion with force / fear of instant hurt.,"Section 309 of the Bharatiya Nyaya Sanhita 2023 provides that in all robbery there is either theft or extortion, and theft becomes robbery where force or fear of instant hurt is used to commit it or carry away the property **(BNS s.309 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What is the difference between CrPC and BNSS?,REFERENCE ANSWER: BNSS 2023 replaced CrPC 1973; mapping cross-walks the sections. | EXPECTED CITATIONS: LAW_MAPPINGS:full,BNSS 2023 replaced CrPC 1973; mapping cross-walks the sections.,"This is addressed in the indexed statutes, though the precise section wording should be checked **(LAW_MAPPINGS:full — Law Repeal Mappings Reference)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does Section 65B of the Indian Evidence Act say about electronic records?,REFERENCE ANSWER: Section 65B of the Indian Evidence Act is repealed (Indian Evidence Act 1872); current provision is BSA s.63 of the Bharatiya Sakshya Adhiniyam 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BSA s.63,Section 65B of the Indian Evidence Act is repealed (Indian Evidence Act 1872); current provision is BSA s.63 of the Bharatiya Sakshya Adhiniyam 2023.,"Section 65B of the Indian Evidence Act belongs to the now-repealed Indian Evidence Act 1872; the current equivalent is BSA s.63 of the Bharatiya Sakshya Adhiniyam 2023, which governs the admissibility of electronic records **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BSA s.63 — Bharatiya Sakshya Adhiniyam 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What are the provisions of the Hindu Marriage Act?,REFERENCE ANSWER: Refusal — the Hindu Marriage Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Hindu Marriage Act is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
What are the kinds of punishment under the Bharatiya Nyaya Sanhita?,"REFERENCE ANSWER: BNS s.4: death, life imprisonment, imprisonment, forfeiture, fine, community service. | EXPECTED CITATIONS: BNS s.4","BNS s.4: death, life imprisonment, imprisonment, forfeiture, fine, community service.","Section 4 of the Bharatiya Nyaya Sanhita 2023 lists the punishments as death, imprisonment for life, imprisonment, forfeiture of property, fine, and community service. A fine of up to Rs.10,000 is also mandatory in every case **(BNS s.4 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What replaced the Indian Evidence Act 1872?,REFERENCE ANSWER: BSA 2023 replaced the Indian Evidence Act 1872; mapping cross-walks the sections. | EXPECTED CITATIONS: LAW_MAPPINGS:full,BSA 2023 replaced the Indian Evidence Act 1872; mapping cross-walks the sections.,"The Bharatiya Sakshya Adhiniyam 2023 replaced the Indian Evidence Act 1872 as India's law of evidence from 1 July 2024; the mapping reference cross-walks Evidence Act sections to their BSA equivalents (for example, Section 45 to BSA Section 39) **(LAW_MAPPINGS:full — Law Repeal Mappings Reference)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does the Consumer Protection Act 1986 say about who is a consumer?,REFERENCE ANSWER: CP Act 1986 is repealed; replaced by Consumer Protection Act 2019 (consumer def in CP s.2). | EXPECTED CITATIONS: LAW_MAPPINGS:full|CP s.2,CP Act 1986 is repealed; replaced by Consumer Protection Act 2019 (consumer def in CP s.2).,"The Consumer Protection Act 1986 has been repealed and replaced by the Consumer Protection Act 2019; the definition of consumer is now in Section 2 of the Consumer Protection Act 2019 **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; CP s.2 — Consumer Protection Act 2019)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does the Motor Vehicles Act say about insurance?,REFERENCE ANSWER: Refusal — the Motor Vehicles Act and insurance is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Motor Vehicles Act and insurance is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
Where are the definitions in the Bharatiya Nyaya Sanhita 2023?,REFERENCE ANSWER: BNS s.2 = definitions used across the Sanhita. | EXPECTED CITATIONS: BNS s.2,BNS s.2 = definitions used across the Sanhita.,"Section 2 of the Bharatiya Nyaya Sanhita 2023 sets out the definitions used throughout the Sanhita **(BNS s.2 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What are the three new criminal codes of 2023?,"REFERENCE ANSWER: BNS (IPC), BNSS (CrPC), BSA (Evidence Act) — the three 2023 criminal codes. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.2|BNSS s.2","BNS (IPC), BNSS (CrPC), BSA (Evidence Act) — the three 2023 criminal codes.","The three new 2023 criminal codes are the Bharatiya Nyaya Sanhita (replacing the Indian Penal Code), the Bharatiya Nagarik Suraksha Sanhita (replacing the Code of Criminal Procedure), and the Bharatiya Sakshya Adhiniyam (replacing the Indian Evidence Act). *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What is the current provision for murder that replaced IPC 302?,REFERENCE ANSWER: IPC Section 302 is repealed (Indian Penal Code 1860); current provision is BNS s.103 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.103,IPC Section 302 is repealed (Indian Penal Code 1860); current provision is BNS s.103 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 302 belongs to the now-repealed Indian Penal Code 1860; the current equivalent is BNS s.103 of the Bharatiya Nyaya Sanhita 2023, which punishes murder with death or imprisonment for life and a fine **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.103 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What is the right to life under the Constitution?,REFERENCE ANSWER: Art. 21: no deprivation of life or personal liberty except by procedure established by law. | EXPECTED CITATIONS: Art. 21,Art. 21: no deprivation of life or personal liberty except by procedure established by law.,"Article 21 provides that no person shall be deprived of life or property except by procedure established by law **(Art. 21 — Constitution of India)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What are the provisions for bail under the Prevention of Money Laundering Act?,REFERENCE ANSWER: Refusal — bail under the Prevention of Money Laundering Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — bail under the Prevention of Money Laundering Act is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
How does the 2019 Consumer Protection Act differ from the 1986 Act?,REFERENCE ANSWER: CP 2019 replaced CP 1986; broadened consumer definition and added the CCPA. | EXPECTED CITATIONS: LAW_MAPPINGS:full|CP s.2,CP 2019 replaced CP 1986; broadened consumer definition and added the CCPA.,"The repeal-mapping reference cross-walks repealed statutes to their current replacements **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; CP s.2 — Consumer Protection Act 2019)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
Is IPC 375 still in force for rape?,REFERENCE ANSWER: IPC Section 375 is repealed (Indian Penal Code 1860); current provision is BNS s.63 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.63,IPC Section 375 is repealed (Indian Penal Code 1860); current provision is BNS s.63 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 375 belongs to the now-repealed Indian Penal Code 1860; the current equivalent is BNS s.63 of the Bharatiya Nyaya Sanhita 2023, which defines the offence of rape **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.63 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What is the right to equality under the Constitution?,REFERENCE ANSWER: Art. 14: equality before the law and equal protection of the laws. | EXPECTED CITATIONS: Art. 14,Art. 14: equality before the law and equal protection of the laws.,"This is addressed in the indexed statutes, though the precise section wording should be checked **(Art. 14 — Constitution of India)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does the Negotiable Instruments Act say about a bounced cheque?,REFERENCE ANSWER: Refusal — the Negotiable Instruments Act and cheque bounce is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Negotiable Instruments Act and cheque bounce is not present in the indexed legal corpus.,"Sorry, that specific area of law isn't in the statutes I have indexed."
Which fundamental rights does the Constitution protect?,"REFERENCE ANSWER: Fundamental rights (Part III): Art. 14 equality, Art. 19 freedoms, Art. 21 life, Art. 32 remedies. | EXPECTED CITATIONS: Art. 14|Art. 21","Fundamental rights (Part III): Art. 14 equality, Art. 19 freedoms, Art. 21 life, Art. 32 remedies.","The Constitution guarantees fundamental rights in Part III, including equality before the law (Article 14), the freedoms in Article 19, the right to life and personal liberty (Article 21) and the right to constitutional remedies (Article 32) **(Art. 14 — Constitution of India; Art. 21 — Constitution of India)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
Is IPC 420 still the cheating provision?,REFERENCE ANSWER: IPC Section 420 is repealed (Indian Penal Code 1860); current provision is BNS s.318 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.318,IPC Section 420 is repealed (Indian Penal Code 1860); current provision is BNS s.318 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 420 belongs to the now-repealed Indian Penal Code 1860; the current equivalent is BNS s.318 of the Bharatiya Nyaya Sanhita 2023, which deals with cheating **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.318 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does the Transfer of Property Act say about a sale of immovable property?,REFERENCE ANSWER: Refusal — the Transfer of Property Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Transfer of Property Act is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
What does Article 19 guarantee?,"REFERENCE ANSWER: Art. 19: freedoms of speech, assembly, association, movement, residence, profession. | EXPECTED CITATIONS: Art. 19","Art. 19: freedoms of speech, assembly, association, movement, residence, profession.","Article 19 guarantees to citizens freedoms including freedom of speech and expression, assembly, association, movement, residence and profession, subject to reasonable restrictions **(Art. 19 — Constitution of India)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
Did the 2023 criminal law reforms change the Constitution?,REFERENCE ANSWER: Constitution unaffected by the 2023 codes; Art. 21 and other rights unchanged. | EXPECTED CITATIONS: Art. 21,Constitution unaffected by the 2023 codes; Art. 21 and other rights unchanged.,"No — the 2023 criminal codes replaced ordinary statutes such as the IPC, CrPC and Evidence Act, but the Constitution of India remains the supreme law and rights such as Article 21 are unchanged by them. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
Is IPC 378 still the theft provision?,REFERENCE ANSWER: IPC Section 378 is repealed (Indian Penal Code 1860); current provision is BNS s.303 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.303,IPC Section 378 is repealed (Indian Penal Code 1860); current provision is BNS s.303 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 378 belongs to the now-repealed Indian Penal Code 1860; the current equivalent is BNS s.303 of the Bharatiya Nyaya Sanhita 2023, which defines theft **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.303 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does the Specific Relief Act say about specific performance?,REFERENCE ANSWER: Refusal — the Specific Relief Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Specific Relief Act is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
What is the right to constitutional remedies?,REFERENCE ANSWER: Art. 32: right to move the Supreme Court for enforcement of fundamental rights; writs. | EXPECTED CITATIONS: Art. 32,Art. 32: right to move the Supreme Court for enforcement of fundamental rights; writs.,"Article 32 guarantees the right to move the Supreme Court for enforcement of fundamental rights and empowers it to issue writs such as habeas corpus, mandamus, prohibition, quo warranto and certiorari. A fine of up to Rs.10,000 is also mandatory in every case **(Art. 32 — Constitution of India)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What is the difference between BNS and IPC?,REFERENCE ANSWER: BNS 2023 replaced IPC 1860 (from 1 Jul 2024); mapping cross-walks the sections. | EXPECTED CITATIONS: LAW_MAPPINGS:full,BNS 2023 replaced IPC 1860 (from 1 Jul 2024); mapping cross-walks the sections.,"The Bharatiya Nyaya Sanhita 2023 replaced the Indian Penal Code 1860 as India's principal criminal code with effect from 1 July 2024; the repeal-mapping reference cross-walks IPC sections to their BNS equivalents (for example, IPC 302 to BNS Section 103) **(LAW_MAPPINGS:full — Law Repeal Mappings Reference)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
Is IPC 390 still in force for robbery?,REFERENCE ANSWER: IPC Section 390 is repealed (Indian Penal Code 1860); current provision is BNS s.309 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.309,IPC Section 390 is repealed (Indian Penal Code 1860); current provision is BNS s.309 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 390 belongs to the now-repealed Indian Penal Code 1860; the current equivalent is BNS s.309 of the Bharatiya Nyaya Sanhita 2023, which defines robbery **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.309 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does the Industrial Disputes Act say about retrenchment?,REFERENCE ANSWER: Refusal — the Industrial Disputes Act and retrenchment is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Industrial Disputes Act and retrenchment is not present in the indexed legal corpus.,"Sorry, that specific area of law isn't in the statutes I have indexed."
What power do High Courts have under Article 226?,REFERENCE ANSWER: Art. 226: High Court power to issue writs within its territorial jurisdiction. | EXPECTED CITATIONS: Art. 226,Art. 226: High Court power to issue writs within its territorial jurisdiction.,"Article 226 confers power on High Courts to issue directions, orders or writs — including habeas corpus, mandamus, prohibition, quo warranto and certiorari — to any person or authority within their territorial jurisdiction **(Art. 226 — Constitution of India)**."
What is the difference between CrPC and BNSS?,REFERENCE ANSWER: BNSS 2023 replaced CrPC 1973; mapping cross-walks the sections. | EXPECTED CITATIONS: LAW_MAPPINGS:full,BNSS 2023 replaced CrPC 1973; mapping cross-walks the sections.,"The Bharatiya Nagarik Suraksha Sanhita 2023 replaced the Code of Criminal Procedure 1973 as India's criminal-procedure code from 1 July 2024; the mapping reference cross-walks CrPC sections to their BNSS equivalents (for example, CrPC 154 to BNSS Section 173) **(LAW_MAPPINGS:full — Law Repeal Mappings Reference)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
Is IPC 120B still the conspiracy provision?,REFERENCE ANSWER: IPC Section 120B is repealed (Indian Penal Code 1860); current provision is BNS s.61 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.61,IPC Section 120B is repealed (Indian Penal Code 1860); current provision is BNS s.61 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 120B belongs to the now-repealed Indian Penal Code 1860; the current equivalent is BNS s.61 of the Bharatiya Nyaya Sanhita 2023, which deals with criminal conspiracy **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.61 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
