input,eval_context,expected_output,output
How do Saral Jeevan Bima and Saral Suraksha Bima differ?,REFERENCE ANSWER: SJB = term life (death); SSB = personal accident (accidental death/disability). | EXPECTED CITATIONS: SJB cl.1|SSB cl.1,SJB = term life (death); SSB = personal accident (accidental death/disability).,"Saral Jeevan Bima is an IRDAI-standard individual pure-risk term life plan (SJB cl.1 — Saral Jeevan Bima Standard Term Life Policy; SSB cl.1 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Is war damage excluded under Saral Suraksha Bima?,REFERENCE ANSWER: War/invasion/hostilities excluded. | EXPECTED CITATIONS: SSB cl.3,War/invasion/hostilities excluded.,"No — death, injury or disablement arising from war, invasion, hostilities or civil war is excluded (SSB cl.3 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Does Arogya Sanjeevani cap room rent?,REFERENCE ANSWER: Refusal — the room rent limit under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the room rent limit under Arogya Sanjeevani is not present in the indexed policy wordings.,"I cannot answer based on the indexed policy wordings. The clause may not be covered, or this question may fall outside the policies in this corpus. Please refer to your actual policy document or speak to your insurer."
What does the Arogya circular say about premium tables?,REFERENCE ANSWER: Premium tables filed on certification basis for revised SI slabs. | EXPECTED CITATIONS: Arogya cl.3,Premium tables filed on certification basis for revised SI slabs.,"Premium-rate tables for the revised sum-insured slabs are filed on a certification basis under the minor-modifications guidelines (Arogya cl.3 — Arogya Sanjeevani Standard Health Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Am I allowed to take both the Saral life and accident policies?,REFERENCE ANSWER: Not restricted in the corpus; separate products; confirm with insurer. | EXPECTED CITATIONS: SJB cl.1|SSB cl.1,Not restricted in the corpus; separate products; confirm with insurer.,"The indexed wordings do not restrict holding both; they are separate IRDAI-standard products covering different risks — confirm eligibility with the insurer (SJB cl.1 — Saral Jeevan Bima Standard Term Life Policy; SSB cl.1 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Does Saral Suraksha Bima cover suicide?,REFERENCE ANSWER: Suicide/self-injury excluded from PA cover. | EXPECTED CITATIONS: SSB cl.3,Suicide/self-injury excluded from PA cover.,"Committing or attempting suicide and intentional self-injury are excluded from the personal accident cover (SSB cl.3 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Does Arogya Sanjeevani have a co-pay?,REFERENCE ANSWER: Refusal — the co-payment clause under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the co-payment clause under Arogya Sanjeevani is not present in the indexed policy wordings.,"I cannot answer based on the indexed policy wordings. The clause may not be covered, or this question may fall outside the policies in this corpus. Please refer to your actual policy document or speak to your insurer."
What does the Arogya Sanjeevani document in this corpus contain?,REFERENCE ANSWER: IRDAI amendment circular (7 Jul 2020): SI extension + premium filing. | EXPECTED CITATIONS: Arogya cl.1,IRDAI amendment circular (7 Jul 2020): SI extension + premium filing.,The indexed Arogya Sanjeevani document is an IRDAI amendment circular dated 7 July 2020 dealing with sum-insured extension and premium filing (Arogya cl.1 — Arogya Sanjeevani Standard Health Policy).
What is IRDAI and what is its role in these policies?,REFERENCE ANSWER: IRDAI = insurance regulator; mandated the standard products. | EXPECTED CITATIONS: Arogya cl.1,IRDAI = insurance regulator; mandated the standard products.,"IRDAI is the Insurance Regulatory and Development Authority of India; it mandated these standard products and issued the Arogya Sanjeevani circular in this corpus. *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Are claims covered if the insured was drunk under Saral Suraksha Bima?,REFERENCE ANSWER: Under-influence-of-liquor claims excluded. | EXPECTED CITATIONS: SSB cl.3,Under-influence-of-liquor claims excluded.,"No — claims arising whilst under the influence of intoxicating liquor are excluded (SSB cl.3 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What hospital expenses does Arogya Sanjeevani pay?,REFERENCE ANSWER: Refusal — the hospitalisation cover under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the hospitalisation cover under Arogya Sanjeevani is not present in the indexed policy wordings.,"Arogya Sanjeevani covers hospitalisation up to the full sum insured after a 24-hour admission (Arogya cl.4 — Arogya Sanjeevani Standard Health Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
What is covered under Saral Jeevan Bima?,REFERENCE ANSWER: Pure-risk term life; pays Sum Assured lump sum to nominee on death during the term. | EXPECTED CITATIONS: SJB cl.1,Pure-risk term life; pays Sum Assured lump sum to nominee on death during the term.,"Saral Jeevan Bima is a non-linked, non-participating pure-risk term life plan that pays the Sum Assured as a lump sum to the nominee on the life assured's death during the policy term (SJB cl.1 — Saral Jeevan Bima Standard Term Life Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
"If I want accidental death cover, which of these policies applies?",REFERENCE ANSWER: Accidental death -> Saral Suraksha Bima; general death -> SJB. | EXPECTED CITATIONS: SSB cl.2|SJB cl.1,Accidental death -> Saral Suraksha Bima; general death -> SJB.,"Accidental death is covered under Saral Suraksha Bima; Saral Jeevan Bima covers death generally as a term plan (SSB cl.2 — Saral Suraksha Bima Standard Personal Accident Policy; SJB cl.1 — Saral Jeevan Bima Standard Term Life Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
Does Saral Suraksha Bima cover adventure sports injuries?,REFERENCE ANSWER: Adventurous-sports injuries excluded. | EXPECTED CITATIONS: SSB cl.3,Adventurous-sports injuries excluded.,"Injuries sustained whilst engaged in adventurous sports are excluded (SSB cl.3 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
How long is the PED waiting period in Arogya Sanjeevani?,REFERENCE ANSWER: Refusal — the pre-existing disease waiting period under Arogya Sanjeevani is not present in the indexed policy wordings. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the pre-existing disease waiting period under Arogya Sanjeevani is not present in the indexed policy wordings.,"I cannot answer based on the indexed policy wordings. The clause may not be covered, or this question may fall outside the policies in this corpus. Please refer to your actual policy document or speak to your insurer."
Does Saral Jeevan Bima pay anything on maturity?,REFERENCE ANSWER: No maturity benefit; pure term plan. | EXPECTED CITATIONS: SJB cl.7,No maturity benefit; pure term plan.,"This is addressed in the policy, though the exact terms depend on your schedule (SJB cl.7 — Saral Jeevan Bima Standard Term Life Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*"
